investigator_id	abstract_id	is_valid	last_reviewed_at	last_reviewed_id	last_reviewed_ip
6	164	false	04/04/2011	89	set during migration
6	166	false	04/04/2011	89	set during migration
6	169	false	04/04/2011	89	set during migration
9	282	false	04/14/2011	3779	165.124.46.33
10	214	true	04/18/2011	10	165.20.104.30
10	351	true	04/18/2011	10	165.20.104.30
10	352	true	04/18/2011	10	165.20.104.30
10	353	true	04/18/2011	10	165.20.104.30
10	354	true	04/18/2011	10	165.20.104.30
10	355	true	04/18/2011	10	165.20.104.30
10	356	true	04/18/2011	10	165.20.104.30
10	357	true	04/18/2011	10	165.20.104.30
10	358	true	04/18/2011	10	165.20.104.30
10	359	true	04/18/2011	10	165.20.104.30
10	360	true	04/18/2011	10	165.20.104.30
10	361	true	04/18/2011	10	165.20.104.30
10	362	true	04/18/2011	10	165.20.104.30
10	363	true	04/18/2011	10	165.20.104.30
10	364	true	04/18/2011	10	165.20.104.30
10	365	true	04/18/2011	10	165.20.104.30
10	366	true	04/18/2011	10	165.20.104.30
10	367	true	04/18/2011	10	165.20.104.30
10	368	true	04/18/2011	10	165.20.104.30
10	369	true	04/18/2011	10	165.20.104.30
10	370	true	04/18/2011	10	165.20.104.30
10	371	true	04/18/2011	10	165.20.104.30
10	372	true	04/18/2011	10	165.20.104.30
10	373	true	04/18/2011	10	165.20.104.30
10	374	true	04/18/2011	10	165.20.104.30
10	375	true	04/18/2011	10	165.20.104.30
10	376	true	04/18/2011	10	165.20.104.30
10	377	true	04/18/2011	10	165.20.104.30
10	378	true	04/18/2011	10	165.20.104.30
10	379	true	04/18/2011	10	165.20.104.30
10	380	true	04/18/2011	10	165.20.104.30
10	381	true	04/18/2011	10	165.20.104.30
10	382	true	04/18/2011	10	165.20.104.30
10	383	true	04/18/2011	10	165.20.104.30
10	384	true	04/18/2011	10	165.20.104.30
10	385	true	04/18/2011	10	165.20.104.30
10	386	true	04/18/2011	10	165.20.104.30
10	387	true	04/18/2011	10	165.20.104.30
10	388	true	04/18/2011	10	165.20.104.30
10	389	true	04/18/2011	10	165.20.104.30
10	390	true	04/18/2011	10	165.20.104.30
10	391	true	04/18/2011	10	165.20.104.30
10	392	true	04/18/2011	10	165.20.104.30
10	393	true	04/18/2011	10	165.20.104.30
10	394	true	04/18/2011	10	165.20.104.30
