investigator_id	abstract_id	is_valid	last_reviewed_at	last_reviewed_id	last_reviewed_ip
10	33136	TRUE	4/18/11	10	165.20.104.30
15	8579	FALSE	4/14/11	3779	165.124.46.33
19	28013	FALSE	5/2/11	3834	129.105.205.28
20	245	TRUE	5/4/11	20	165.124.178.98
20	347	TRUE	5/4/11	20	165.124.178.98
20	732	TRUE	5/4/11	20	165.124.178.98
20	733	TRUE	5/4/11	20	165.124.178.98
20	734	TRUE	5/4/11	20	165.124.178.98
20	735	TRUE	5/4/11	20	165.124.178.98
20	736	TRUE	5/4/11	20	165.124.178.98
20	737	TRUE	5/4/11	20	165.124.178.98
20	738	TRUE	5/4/11	20	165.124.178.98
20	739	TRUE	5/4/11	20	165.124.178.98
20	740	TRUE	5/4/11	20	165.124.178.98
20	741	TRUE	5/4/11	20	165.124.178.98
20	742	TRUE	5/4/11	20	165.124.178.98
20	743	TRUE	5/4/11	20	165.124.178.98
20	744	TRUE	5/4/11	20	165.124.178.98
20	745	TRUE	5/4/11	20	165.124.178.98
20	746	TRUE	5/4/11	20	165.124.178.98
20	747	TRUE	5/4/11	20	165.124.178.98
20	748	TRUE	5/4/11	20	165.124.178.98
20	749	TRUE	5/4/11	20	165.124.178.98
20	750	TRUE	5/4/11	20	165.124.178.98
20	751	TRUE	5/4/11	20	165.124.178.98
20	752	TRUE	5/4/11	20	165.124.178.98
20	753	TRUE	5/4/11	20	165.124.178.98
20	754	TRUE	5/4/11	20	165.124.178.98
20	755	TRUE	5/4/11	20	165.124.178.98
20	756	TRUE	5/4/11	20	165.124.178.98
20	757	TRUE	5/4/11	20	165.124.178.98
20	758	TRUE	5/4/11	20	165.124.178.98
20	759	TRUE	5/4/11	20	165.124.178.98
20	760	TRUE	5/4/11	20	165.124.178.98
20	761	TRUE	5/4/11	20	165.124.178.98
20	762	TRUE	5/4/11	20	165.124.178.98
20	763	TRUE	5/4/11	20	165.124.178.98
20	764	TRUE	5/4/11	20	165.124.178.98
20	765	TRUE	5/4/11	20	165.124.178.98
20	766	TRUE	5/4/11	20	165.124.178.98
20	767	TRUE	5/4/11	20	165.124.178.98
20	768	TRUE	5/4/11	20	165.124.178.98
20	769	TRUE	5/4/11	20	165.124.178.98
20	770	TRUE	5/4/11	20	165.124.178.98
20	771	TRUE	5/4/11	20	165.124.178.98
20	772	TRUE	5/4/11	20	165.124.178.98
20	773	TRUE	5/4/11	20	165.124.178.98
20	774	TRUE	5/4/11	20	165.124.178.98
20	775	TRUE	5/4/11	20	165.124.178.98
20	776	TRUE	5/4/11	20	165.124.178.98
20	777	TRUE	5/4/11	20	165.124.178.98
20	778	TRUE	5/4/11	20	165.124.178.98
20	779	TRUE	5/4/11	20	165.124.178.98
20	780	TRUE	5/4/11	20	165.124.178.98
20	781	TRUE	5/4/11	20	165.124.178.98
20	782	TRUE	5/4/11	20	165.124.178.98
20	783	TRUE	5/4/11	20	165.124.178.98
20	784	TRUE	5/4/11	20	165.124.178.98
20	785	TRUE	5/4/11	20	165.124.178.98
20	786	TRUE	5/4/11	20	165.124.178.98
20	787	TRUE	5/4/11	20	165.124.178.98
20	788	TRUE	5/4/11	20	165.124.178.98
20	789	TRUE	5/4/11	20	165.124.178.98
20	790	TRUE	5/4/11	20	165.124.178.98
20	791	TRUE	5/4/11	20	165.124.178.98
20	792	TRUE	5/4/11	20	165.124.178.98
20	793	TRUE	5/4/11	20	165.124.178.98
20	794	TRUE	5/4/11	20	165.124.178.98
20	795	TRUE	5/4/11	20	165.124.178.98
20	796	TRUE	5/4/11	20	165.124.178.98
20	797	TRUE	5/4/11	20	165.124.178.98
20	798	TRUE	5/4/11	20	165.124.178.98
20	799	TRUE	5/4/11	20	165.124.178.98
20	800	TRUE	5/4/11	20	165.124.178.98
20	801	TRUE	5/4/11	20	165.124.178.98
20	802	TRUE	5/4/11	20	165.124.178.98
20	803	TRUE	5/4/11	20	165.124.178.98
20	804	TRUE	5/4/11	20	165.124.178.98
20	805	TRUE	5/4/11	20	165.124.178.98
20	806	TRUE	5/4/11	20	165.124.178.98
20	807	TRUE	5/4/11	20	165.124.178.98
20	808	TRUE	5/4/11	20	165.124.178.98
20	809	TRUE	5/4/11	20	165.124.178.98
20	810	TRUE	5/4/11	20	165.124.178.98
20	811	TRUE	5/4/11	20	165.124.178.98
20	812	TRUE	5/4/11	20	165.124.178.98
20	813	TRUE	5/4/11	20	165.124.178.98
20	814	TRUE	5/4/11	20	165.124.178.98
20	815	TRUE	5/4/11	20	165.124.178.98
20	816	TRUE	5/4/11	20	165.124.178.98
20	817	TRUE	5/4/11	20	165.124.178.98
20	818	TRUE	5/4/11	20	165.124.178.98
20	819	TRUE	5/4/11	20	165.124.178.98
20	820	TRUE	5/4/11	20	165.124.178.98
20	821	TRUE	5/4/11	20	165.124.178.98
20	822	TRUE	5/4/11	20	165.124.178.98
20	823	TRUE	5/4/11	20	165.124.178.98
20	824	TRUE	5/4/11	20	165.124.178.98
20	825	TRUE	5/4/11	20	165.124.178.98
20	826	TRUE	5/4/11	20	165.124.178.98
20	827	TRUE	5/4/11	20	165.124.178.98
20	828	TRUE	5/4/11	20	165.124.178.98
20	829	TRUE	5/4/11	20	165.124.178.98
20	830	TRUE	5/4/11	20	165.124.178.98
20	831	TRUE	5/4/11	20	165.124.178.98
20	832	TRUE	5/4/11	20	165.124.178.98
20	833	TRUE	5/4/11	20	165.124.178.98
20	834	TRUE	5/4/11	20	165.124.178.98
20	835	TRUE	5/4/11	20	165.124.178.98
20	836	TRUE	5/4/11	20	165.124.178.98
20	837	TRUE	5/4/11	20	165.124.178.98
20	838	TRUE	5/4/11	20	165.124.178.98
20	839	TRUE	5/4/11	20	165.124.178.98
20	840	TRUE	5/4/11	20	165.124.178.98
20	841	TRUE	5/4/11	20	165.124.178.98
20	842	TRUE	5/4/11	20	165.124.178.98
20	843	TRUE	5/4/11	20	165.124.178.98
20	844	TRUE	5/4/11	20	165.124.178.98
20	845	TRUE	5/4/11	20	165.124.178.98
20	846	TRUE	5/4/11	20	165.124.178.98
20	847	TRUE	5/4/11	20	165.124.178.98
20	848	TRUE	5/4/11	20	165.124.178.98
20	849	TRUE	5/4/11	20	165.124.178.98
20	850	TRUE	5/4/11	20	165.124.178.98
20	851	TRUE	5/4/11	20	165.124.178.98
20	852	TRUE	5/4/11	20	165.124.178.98
20	853	TRUE	5/4/11	20	165.124.178.98
20	854	TRUE	5/4/11	20	165.124.178.98
20	855	TRUE	5/4/11	20	165.124.178.98
20	856	TRUE	5/4/11	20	165.124.178.98
20	857	TRUE	5/4/11	20	165.124.178.98
20	858	TRUE	5/4/11	20	165.124.178.98
20	859	TRUE	5/4/11	20	165.124.178.98
20	860	TRUE	5/4/11	20	165.124.178.98
20	861	TRUE	5/4/11	20	165.124.178.98
20	862	TRUE	5/4/11	20	165.124.178.98
20	863	TRUE	5/4/11	20	165.124.178.98
20	864	TRUE	5/4/11	20	165.124.178.98
20	865	TRUE	5/4/11	20	165.124.178.98
20	866	TRUE	5/4/11	20	165.124.178.98
20	867	TRUE	5/4/11	20	165.124.178.98
20	868	TRUE	5/4/11	20	165.124.178.98
20	869	TRUE	5/4/11	20	165.124.178.98
20	870	TRUE	5/4/11	20	165.124.178.98
20	871	TRUE	5/4/11	20	165.124.178.98
20	872	TRUE	5/4/11	20	165.124.178.98
20	873	TRUE	5/4/11	20	165.124.178.98
20	874	TRUE	5/4/11	20	165.124.178.98
20	875	TRUE	5/4/11	20	165.124.178.98
20	876	TRUE	5/4/11	20	165.124.178.98
20	877	TRUE	5/4/11	20	165.124.178.98
20	878	TRUE	5/4/11	20	165.124.178.98
20	879	TRUE	5/4/11	20	165.124.178.98
20	880	TRUE	5/4/11	20	165.124.178.98
20	881	TRUE	5/4/11	20	165.124.178.98
20	882	TRUE	5/4/11	20	165.124.178.98
20	883	TRUE	5/4/11	20	165.124.178.98
20	884	TRUE	5/4/11	20	165.124.178.98
20	885	TRUE	5/4/11	20	165.124.178.98
20	886	TRUE	5/4/11	20	165.124.178.98
20	887	TRUE	5/4/11	20	165.124.178.98
20	888	TRUE	5/4/11	20	165.124.178.98
20	889	TRUE	5/4/11	20	165.124.178.98
20	890	TRUE	5/4/11	20	165.124.178.98
20	891	TRUE	5/4/11	20	165.124.178.98
20	892	TRUE	5/4/11	20	165.124.178.98
20	893	TRUE	5/4/11	20	165.124.178.98
20	894	TRUE	5/4/11	20	165.124.178.98
20	895	TRUE	5/4/11	20	165.124.178.98
20	896	TRUE	5/4/11	20	165.124.178.98
20	897	TRUE	5/4/11	20	165.124.178.98
20	898	TRUE	5/4/11	20	165.124.178.98
20	899	TRUE	5/4/11	20	165.124.178.98
20	900	TRUE	5/4/11	20	165.124.178.98
20	901	TRUE	5/4/11	20	165.124.178.98
20	902	TRUE	5/4/11	20	165.124.178.98
20	903	TRUE	5/4/11	20	165.124.178.98
20	904	TRUE	5/4/11	20	165.124.178.98
20	905	TRUE	5/4/11	20	165.124.178.98
20	906	TRUE	5/4/11	20	165.124.178.98
20	907	TRUE	5/4/11	20	165.124.178.98
20	908	TRUE	5/4/11	20	165.124.178.98
20	909	TRUE	5/4/11	20	165.124.178.98
20	910	TRUE	5/4/11	20	165.124.178.98
20	911	TRUE	5/4/11	20	165.124.178.98
20	912	TRUE	5/4/11	20	165.124.178.98
20	913	TRUE	5/4/11	20	165.124.178.98
20	914	TRUE	5/4/11	20	165.124.178.98
20	915	TRUE	5/4/11	20	165.124.178.98
20	916	TRUE	5/4/11	20	165.124.178.98
20	917	TRUE	5/4/11	20	165.124.178.98
20	918	TRUE	5/4/11	20	165.124.178.98
20	919	TRUE	5/4/11	20	165.124.178.98
20	920	TRUE	5/4/11	20	165.124.178.98
20	921	TRUE	5/4/11	20	165.124.178.98
20	922	TRUE	5/4/11	20	165.124.178.98
20	923	TRUE	5/4/11	20	165.124.178.98
20	924	TRUE	5/4/11	20	165.124.178.98
20	925	TRUE	5/4/11	20	165.124.178.98
20	926	TRUE	5/4/11	20	165.124.178.98
20	927	TRUE	5/4/11	20	165.124.178.98
20	928	TRUE	5/4/11	20	165.124.178.98
20	929	TRUE	5/4/11	20	165.124.178.98
20	930	TRUE	5/4/11	20	165.124.178.98
20	931	TRUE	5/4/11	20	165.124.178.98
20	932	TRUE	5/4/11	20	165.124.178.98
20	933	TRUE	5/4/11	20	165.124.178.98
20	934	TRUE	5/4/11	20	165.124.178.98
20	935	TRUE	5/4/11	20	165.124.178.98
20	936	TRUE	5/4/11	20	165.124.178.98
20	937	TRUE	5/4/11	20	165.124.178.98
20	938	TRUE	5/4/11	20	165.124.178.98
20	939	TRUE	5/4/11	20	165.124.178.98
20	940	TRUE	5/4/11	20	165.124.178.98
20	941	TRUE	5/4/11	20	165.124.178.98
20	942	TRUE	5/4/11	20	165.124.178.98
20	943	TRUE	5/4/11	20	165.124.178.98
20	944	TRUE	5/4/11	20	165.124.178.98
20	945	TRUE	5/4/11	20	165.124.178.98
20	946	TRUE	5/4/11	20	165.124.178.98
20	947	TRUE	5/4/11	20	165.124.178.98
20	948	TRUE	5/4/11	20	165.124.178.98
20	949	TRUE	5/4/11	20	165.124.178.98
20	950	TRUE	5/4/11	20	165.124.178.98
20	951	TRUE	5/4/11	20	165.124.178.98
20	952	TRUE	5/4/11	20	165.124.178.98
20	953	TRUE	5/4/11	20	165.124.178.98
20	954	TRUE	5/4/11	20	165.124.178.98
20	955	TRUE	5/4/11	20	165.124.178.98
20	956	TRUE	5/4/11	20	165.124.178.98
20	957	TRUE	5/4/11	20	165.124.178.98
20	958	TRUE	5/4/11	20	165.124.178.98
20	959	TRUE	5/4/11	20	165.124.178.98
20	960	TRUE	5/4/11	20	165.124.178.98
20	961	TRUE	5/4/11	20	165.124.178.98
20	962	TRUE	5/4/11	20	165.124.178.98
20	963	TRUE	5/4/11	20	165.124.178.98
20	964	TRUE	5/4/11	20	165.124.178.98
20	965	TRUE	5/4/11	20	165.124.178.98
20	966	TRUE	5/4/11	20	165.124.178.98
20	967	TRUE	5/4/11	20	165.124.178.98
20	968	TRUE	5/4/11	20	165.124.178.98
20	969	TRUE	5/4/11	20	165.124.178.98
20	970	TRUE	5/4/11	20	165.124.178.98
20	971	TRUE	5/4/11	20	165.124.178.98
20	972	TRUE	5/4/11	20	165.124.178.98
20	973	TRUE	5/4/11	20	165.124.178.98
20	974	TRUE	5/4/11	20	165.124.178.98
20	975	TRUE	5/4/11	20	165.124.178.98
20	976	TRUE	5/4/11	20	165.124.178.98
20	977	TRUE	5/4/11	20	165.124.178.98
20	978	TRUE	5/4/11	20	165.124.178.98
20	979	TRUE	5/4/11	20	165.124.178.98
20	980	TRUE	5/4/11	20	165.124.178.98
20	981	TRUE	5/4/11	20	165.124.178.98
20	982	TRUE	5/4/11	20	165.124.178.98
20	983	TRUE	5/4/11	20	165.124.178.98
20	984	TRUE	5/4/11	20	165.124.178.98
20	985	TRUE	5/4/11	20	165.124.178.98
20	986	TRUE	5/4/11	20	165.124.178.98
20	987	TRUE	5/4/11	20	165.124.178.98
20	988	TRUE	5/4/11	20	165.124.178.98
20	989	TRUE	5/4/11	20	165.124.178.98
20	990	TRUE	5/4/11	20	165.124.178.98
20	991	TRUE	5/4/11	20	165.124.178.98
20	992	TRUE	5/4/11	20	165.124.178.98
20	993	TRUE	5/4/11	20	165.124.178.98
20	994	TRUE	5/4/11	20	165.124.178.98
20	995	TRUE	5/4/11	20	165.124.178.98
20	996	TRUE	5/4/11	20	165.124.178.98
20	997	TRUE	5/4/11	20	165.124.178.98
20	998	TRUE	5/4/11	20	165.124.178.98
20	999	TRUE	5/4/11	20	165.124.178.98
20	1000	TRUE	5/4/11	20	165.124.178.98
20	1001	TRUE	5/4/11	20	165.124.178.98
20	9124	TRUE	5/4/11	20	165.124.178.98
20	9288	TRUE	5/4/11	20	165.124.178.98
20	9509	TRUE	5/4/11	20	165.124.178.98
20	9516	TRUE	5/4/11	20	165.124.178.98
20	9536	TRUE	5/4/11	20	165.124.178.98
20	9557	TRUE	5/4/11	20	165.124.178.98
20	9558	TRUE	5/4/11	20	165.124.178.98
20	9621	TRUE	5/4/11	20	165.124.178.98
20	9669	TRUE	5/4/11	20	165.124.178.98
20	10208	TRUE	5/4/11	20	165.124.178.98
20	10317	TRUE	5/4/11	20	165.124.178.98
20	11230	TRUE	5/4/11	20	165.124.178.98
20	11416	TRUE	5/4/11	20	165.124.178.98
20	11419	TRUE	5/4/11	20	165.124.178.98
20	12225	TRUE	5/4/11	20	165.124.178.98
20	12369	TRUE	5/4/11	20	165.124.178.98
20	12740	TRUE	5/4/11	20	165.124.178.98
20	12904	TRUE	5/4/11	20	165.124.178.98
20	14206	TRUE	5/4/11	20	165.124.178.98
20	14658	TRUE	5/4/11	20	165.124.178.98
20	15764	TRUE	5/4/11	20	165.124.178.98
20	21882	TRUE	5/4/11	20	165.124.178.98
20	32378	TRUE	5/4/11	20	165.124.178.98
21	1008	FALSE	4/14/11	3779	165.124.46.33
22	171	TRUE	4/26/11	22	165.124.35.220
22	175	TRUE	4/26/11	22	165.124.35.220
22	1019	TRUE	4/26/11	22	165.124.35.220
22	1020	TRUE	4/26/11	22	165.124.35.220
22	1021	TRUE	4/26/11	22	165.124.35.220
22	1022	TRUE	4/26/11	22	165.124.35.220
22	1023	TRUE	4/26/11	22	165.124.35.220
22	1024	TRUE	4/26/11	22	165.124.35.220
22	1025	TRUE	4/26/11	22	165.124.35.220
22	1026	TRUE	4/26/11	22	165.124.35.220
22	1027	TRUE	4/26/11	22	165.124.35.220
22	1028	TRUE	4/26/11	22	165.124.35.220
22	1029	TRUE	4/26/11	22	165.124.35.220
22	1030	TRUE	4/26/11	22	165.124.35.220
22	1031	TRUE	4/26/11	22	165.124.35.220
22	1032	TRUE	4/26/11	22	165.124.35.220
22	1033	TRUE	4/26/11	22	165.124.35.220
22	1034	TRUE	4/26/11	22	165.124.35.220
22	1035	TRUE	4/26/11	22	165.124.35.220
22	1036	TRUE	4/26/11	22	165.124.35.220
22	1037	TRUE	4/26/11	22	165.124.35.220
22	1038	TRUE	4/26/11	22	165.124.35.220
22	1039	TRUE	4/26/11	22	165.124.35.220
22	1040	TRUE	4/26/11	22	165.124.35.220
22	1041	TRUE	4/26/11	22	165.124.35.220
22	1042	TRUE	4/26/11	22	165.124.35.220
22	1043	TRUE	4/26/11	22	165.124.35.220
22	1044	TRUE	4/26/11	22	165.124.35.220
22	1045	TRUE	4/26/11	22	165.124.35.220
22	1046	TRUE	4/26/11	22	165.124.35.220
22	1047	TRUE	4/26/11	22	165.124.35.220
22	1048	TRUE	4/26/11	22	165.124.35.220
22	1049	TRUE	4/26/11	22	165.124.35.220
22	1050	TRUE	4/26/11	22	165.124.35.220
22	1051	TRUE	4/26/11	22	165.124.35.220
22	1052	TRUE	4/26/11	22	165.124.35.220
22	1053	TRUE	4/26/11	22	165.124.35.220
22	1054	TRUE	4/26/11	22	165.124.35.220
22	1055	TRUE	4/26/11	22	165.124.35.220
22	1056	TRUE	4/26/11	22	165.124.35.220
22	1057	TRUE	4/26/11	22	165.124.35.220
22	1058	TRUE	4/26/11	22	165.124.35.220
22	1059	TRUE	4/26/11	22	165.124.35.220
22	1060	TRUE	4/26/11	22	165.124.35.220
22	1061	TRUE	4/26/11	22	165.124.35.220
22	1062	TRUE	4/26/11	22	165.124.35.220
22	1063	TRUE	4/26/11	22	165.124.35.220
22	1064	TRUE	4/26/11	22	165.124.35.220
22	1065	TRUE	4/26/11	22	165.124.35.220
22	1066	TRUE	4/26/11	22	165.124.35.220
22	1067	TRUE	4/26/11	22	165.124.35.220
22	1068	TRUE	4/26/11	22	165.124.35.220
22	1069	TRUE	4/26/11	22	165.124.35.220
22	1070	TRUE	4/26/11	22	165.124.35.220
22	1071	TRUE	4/26/11	22	165.124.35.220
22	1072	TRUE	4/26/11	22	165.124.35.220
22	1073	TRUE	4/26/11	22	165.124.35.220
22	1074	TRUE	4/26/11	22	165.124.35.220
22	1075	TRUE	4/26/11	22	165.124.35.220
22	1076	TRUE	4/26/11	22	165.124.35.220
22	1077	TRUE	4/26/11	22	165.124.35.220
22	1078	TRUE	4/26/11	22	165.124.35.220
22	1079	TRUE	4/26/11	22	165.124.35.220
22	1080	TRUE	4/26/11	22	165.124.35.220
22	1081	TRUE	4/26/11	22	165.124.35.220
22	1082	TRUE	4/26/11	22	165.124.35.220
22	1083	TRUE	4/26/11	22	165.124.35.220
22	1084	TRUE	4/26/11	22	165.124.35.220
22	1085	TRUE	4/26/11	22	165.124.35.220
22	1086	TRUE	4/26/11	22	165.124.35.220
22	2709	TRUE	4/26/11	22	165.124.35.220
22	8302	TRUE	4/26/11	22	165.124.35.220
22	9114	TRUE	4/26/11	22	165.124.35.220
22	9219	TRUE	4/26/11	22	165.124.35.220
22	9398	TRUE	4/26/11	22	165.124.35.220
22	10929	TRUE	4/26/11	22	165.124.35.220
22	10961	TRUE	4/26/11	22	165.124.35.220
22	11068	TRUE	4/26/11	22	165.124.35.220
22	11166	TRUE	4/26/11	22	165.124.35.220
22	11334	TRUE	4/26/11	22	165.124.35.220
22	11631	TRUE	4/26/11	22	165.124.35.220
22	12401	TRUE	4/26/11	22	165.124.35.220
22	12705	TRUE	4/26/11	22	165.124.35.220
22	13994	TRUE	4/26/11	22	165.124.35.220
22	21956	TRUE	4/26/11	22	165.124.35.220
22	22169	TRUE	4/26/11	22	165.124.35.220
27	1196	TRUE	4/9/11	27	76.217.102.131
27	1197	TRUE	4/9/11	27	76.217.102.131
27	1198	TRUE	4/9/11	27	76.217.102.131
27	1199	TRUE	4/9/11	27	76.217.102.131
27	1200	TRUE	4/9/11	27	76.217.102.131
27	1201	TRUE	4/9/11	27	76.217.102.131
27	1202	TRUE	4/9/11	27	76.217.102.131
27	1203	TRUE	4/9/11	27	76.217.102.131
27	1204	TRUE	4/9/11	27	76.217.102.131
27	1205	TRUE	4/9/11	27	76.217.102.131
27	1206	TRUE	4/9/11	27	76.217.102.131
27	1207	TRUE	4/9/11	27	76.217.102.131
27	1208	TRUE	4/9/11	27	76.217.102.131
27	1209	TRUE	4/9/11	27	76.217.102.131
27	1210	TRUE	4/9/11	27	76.217.102.131
27	1211	TRUE	4/9/11	27	76.217.102.131
27	1212	TRUE	4/9/11	27	76.217.102.131
27	1213	TRUE	4/9/11	27	76.217.102.131
27	1214	TRUE	4/9/11	27	76.217.102.131
27	1215	TRUE	4/9/11	27	76.217.102.131
27	1216	TRUE	4/9/11	27	76.217.102.131
27	10443	TRUE	4/9/11	27	76.217.102.131
27	11864	TRUE	4/9/11	27	76.217.102.131
27	29061	TRUE	4/9/11	27	76.217.102.131
27	31476	TRUE	4/9/11	27	76.217.102.131
27	32610	TRUE	4/9/11	27	76.217.102.131
29	1233	FALSE	4/14/11	3779	165.124.46.33
39	1094	TRUE	5/11/11	39	165.124.70.231
39	1095	TRUE	5/11/11	39	165.124.70.231
39	1120	TRUE	5/11/11	39	165.124.70.231
39	1128	TRUE	5/11/11	39	165.124.70.231
39	1142	TRUE	5/11/11	39	165.124.70.231
39	1425	TRUE	5/11/11	39	165.124.70.231
39	1426	TRUE	5/11/11	39	165.124.70.231
39	1427	TRUE	5/11/11	39	165.124.70.231
39	1428	TRUE	5/11/11	39	165.124.70.231
39	1429	TRUE	5/11/11	39	165.124.70.231
39	1430	TRUE	5/11/11	39	165.124.70.231
39	1431	TRUE	5/11/11	39	165.124.70.231
39	1432	TRUE	5/11/11	39	165.124.70.231
39	1433	TRUE	5/11/11	39	165.124.70.231
39	1434	TRUE	5/11/11	39	165.124.70.231
39	1435	TRUE	5/11/11	39	165.124.70.231
39	1436	TRUE	5/11/11	39	165.124.70.231
39	1437	TRUE	5/11/11	39	165.124.70.231
39	1438	TRUE	5/11/11	39	165.124.70.231
39	1439	TRUE	5/11/11	39	165.124.70.231
39	1440	TRUE	5/11/11	39	165.124.70.231
39	1441	TRUE	5/11/11	39	165.124.70.231
39	1442	TRUE	5/11/11	39	165.124.70.231
39	1443	TRUE	5/11/11	39	165.124.70.231
39	4690	TRUE	5/11/11	39	165.124.70.231
39	7321	TRUE	5/11/11	39	165.124.70.231
39	8190	TRUE	5/11/11	39	165.124.70.231
39	8192	TRUE	5/11/11	39	165.124.70.231
39	9361	TRUE	5/11/11	39	165.124.70.231
39	10584	TRUE	5/11/11	39	165.124.70.231
39	10795	TRUE	5/11/11	39	165.124.70.231
39	10821	TRUE	5/11/11	39	165.124.70.231
39	11114	TRUE	5/11/11	39	165.124.70.231
