EMPLOYEE_ID	PMID
1000475	2375643
1000475	3342985
1000475	3484931
1000475	3579679
1000475	3587619
1000475	6347143
1000475	6870605
1000475	7316838
1000475	7741897
1000475	7973660
1000475	8018041
1000475	8089686
1000475	8155014
1000475	8363447
1000475	8609518
1000475	8929155
1000475	9141061
1000475	9222169
1000475	9766767
1000475	9818867
1000475	10779840
1000475	10928743
1000475	11099731
1000475	11559317
1000475	12509846
1000475	12629248
1000475	12756137
1000475	12757911
1000475	12833362
1000475	12883828
1000475	12943329
1000475	14978395
1000475	15174015
1000475	15505780
1000475	15512925
1000475	15592135
1000475	15668969
1000475	15699397
1000475	16042027
1000475	16309797
1000475	16315279
1000475	16574280
1000475	16594780
1000475	16772743
1000475	16903131
1000475	16905162
1000475	16950801
1000475	17132964
1000475	17159614
1000475	17210807
1000475	17287508
1000475	17325274
1000475	17334267
1000475	17356343
1000475	17522386
1000475	17712098
1000475	17826340
1000475	18090417
1000475	18090428
1000475	18166606
1000475	18194832
1000475	18268195
1000475	18379440
1000475	18412267
1000475	18474722
1000475	18580588
1000475	18602410
1000475	18631780
1000475	18836134
1000475	18852354
1000475	19124030
1000475	19474567
1000475	19474568
1000475	19506067
1000475	19561441
1000475	19618195
1000475	19700669
1000475	19776310
1000475	19823856
1000475	19861505
1000475	20008661
1000475	20016092
1000475	20176042
1000475	20361198
1000475	20592579
1000475	20660866
1000475	20798612
1000475	21255748
1000475	21325651
1000475	21346518
1000475	21368046
1000475	21460841
1000475	21514250
1000475	21575870
1000475	21575877
1000475	21606451
1000475	21810890
1000475	22086219
1000475	22199417
1000475	22207646
1000475	22244508
1000475	22300710
1000475	22474609
1000475	22522938
1000475	22525158
1000475	22556362
1000475	22566171
1000475	22713394
1000475	22713398
1000475	22717299
1000475	23143602
1000475	23198888
1000475	23361063
1000475	23479546
1000531	11157394
1000577	29902
1000577	430085
1000577	521507
1000577	1717657
1000577	1723659
1000577	2228788
1000577	2351694
1000577	2409239
1000577	2410604
1000577	2530250
1000577	2586519
1000577	2790933
1000577	2808751
1000577	2870138
1000577	3067443
1000577	3209734
1000577	3210046
1000577	3742237
1000577	3891020
1000577	3908192
1000577	6140302
1000577	6187414
1000577	6199092
1000577	6257765
1000577	6257766
1000577	6284806
1000577	6386743
1000577	6655496
1000577	7065426
1000577	7298915
1000577	7678834
1000577	7710688
1000577	7720800
1000577	7730023
1000577	7782103
1000577	7960586
1000577	8096176
1000577	8921235
1000577	9068383
1000577	9227283
1000577	9375654
1000577	9430566
1000577	10328975
1000577	10393048
1000577	11407323
1000577	11687279
1000577	12324870
1000577	12422411
1000577	12565814
1000577	12882814
1000577	15111614
1000577	15305132
1000577	15371279
1000577	15390100
1000577	15579226
1000577	15737735
1000577	16413606
1000577	16563382
1000577	17161542
1000577	17387784
1000577	17670746
1000577	19060282
1000577	19233325
1000577	21228311
1000577	21637858
1000577	21780925
1000610	910886
1000610	2227408
1000610	3189517
1000610	3678132
1000610	3933361
1000610	6623093
1000610	6660286
1000610	6862324
1000610	7325219
1000610	8419995
1000610	8642052
1000610	8798991
1000610	8928723
1000610	11924928
1000634	2245739
1000654	16750368
1000654	17761650
1000654	17761659
1000654	19207302
1000654	19440247
1000654	20589866
1000654	20737553
1000654	20808854
1000654	21421316
1000654	21677201
1000654	21698647
1000654	21754985
1000672	11325704
1000672	12234325
1000672	12585954
1000727	1728309
1000727	2005667
1000727	2465827
1000727	2606722
1000727	2613525
1000727	2889441
1000727	2926241
1000727	3258022
1000727	3262528
1000727	3549989
1000727	6574516
1000734	1472572
1000734	1472573
1000734	1857964
1000734	2132860
1000734	2132869
1000734	2286234
1000734	3173781
1000734	3208852
1000734	3208853
1000734	3297722
1000734	3726151
1000734	4045550
1000734	7138957
1000734	7213269
1000734	8052615
1000734	8182467
1000734	8423483
1000734	8426224
1000734	8545910
1000734	8632977
1000734	8836689
1000734	9242306
1000734	10473846
1000734	10500227
1000734	10607638
1000734	10650909
1000734	10769307
1000734	10938312
1000734	11205339
1000734	11348584
1000734	11495965
1000734	11914799
1000734	11918212
1000734	12091548
1000734	12545283
1000734	12798603
1000734	12832503
1000734	12836029
1000734	12899261
1000734	14602835
1000734	15072218
1000734	15659526
1000734	16135888
1000734	16148276
1000734	16207784
1000734	16249912
1000734	17123205
1000734	17236477
1000734	18002879
1000734	19109496
1000734	19163712
1000734	19203886
1000734	19321790
1000734	19430593
1000734	19665553
1000734	19963850
1000734	20589094
1000734	20660429
1000734	20711461
1000734	20972779
1000734	20980541
1000734	21095685
1000734	21227085
1000734	21525300
1000734	21741543
1000734	22255236
1000734	22255360
1000734	22275576
1000734	22275588
1000734	22357009
1000734	22815501
1000734	22829754
1000734	23237465
1000734	23407935
1000734	23480080
1000834	1734373
1000834	1867313
1000834	2043056
1000834	2080709
1000834	2146348
1000834	2302110
1000834	2322147
1000834	2377355
1000834	2405684
1000834	2574143
1000834	2587043
1000834	2635480
1000834	2965858
1000834	3052384
1000834	3254652
1000834	3254653
1000834	3394771
1000834	3590483
1000834	3729791
1000834	3778284
1000834	3827712
1000834	4014390
1000834	4058876
1000834	6353648
1000834	6476050
1000834	6732563
1000834	7182967
1000834	7223821
1000834	7497884
1000834	7668699
1000834	7770286
1000834	7891979
1000834	8021787
1000834	8034121
1000834	8054436
1000834	8239439
1000834	8668790
1000834	8694131
1000834	8794703
1000834	8922802
1000834	9150525
1000834	9152144
1000834	9186091
1000834	9662400
1000834	10391186
1000834	10617925
1000834	10703143
1000834	10943525
1000834	11004296
1000834	11004308
1000834	11146726
1000834	11190026
1000834	11438904
1000834	11642391
1000834	11705152
1000834	11709029
1000834	11825817
1000834	12394823
1000834	12501090
1000834	12723116
1000834	12788116
1000834	12788132
1000834	13129866
1000834	14971566
1000834	14971578
1000834	15492735
1000834	16491717
1000834	16543196
1000834	16619149
1000834	16864640
1000834	17729249
1000834	17825418
1000834	17913177
1000834	18348876
1000834	18619570
1000834	18695115
1000834	18705626
1000834	18772672
1000834	19188877
1000834	19232557
1000834	19262439
1000834	21067485
1000834	21149784
1000834	21538838
1000834	21596303
1000834	22965596
1000834	22965597
1000834	23103829
1000834	23442567
1000867	427734
1000867	1281659
1000867	1310950
1000867	1489580
1000867	1520542
1000867	1546316
1000867	1558712
1000867	1572969
1000867	1617053
1000867	1621083
1000867	1831258
1000867	1851581
1000867	1926777
1000867	1963038
1000867	1967190
1000867	1968171
1000867	2161943
1000867	2512827
1000867	2549716
1000867	2644373
1000867	2669471
1000867	2685130
1000867	2716797
1000867	2996917
1000867	3037118
1000867	3285743
1000867	3936198
1000867	6549226
1000867	7477340
1000867	7505538
1000867	7539507
1000867	7585150
1000867	7595350
1000867	7650213
1000867	7815515
1000867	7877872
1000867	7884855
1000867	7933130
1000867	8094458
1000867	8106968
1000867	8308102
1000867	8418170
1000867	8419941
1000867	8493534
1000867	8551225
1000867	8597950
1000867	8614801
1000867	8764096
1000867	8898752
1000867	8966557
1000867	8985398
1000867	8995649
1000867	9445059
1000867	9466516
1000867	9500612
1000867	9519891
1000867	9582120
1000867	9616227
1000867	9669945
1000867	9765480
1000867	9780251
1000867	9878014
1000867	10068581
1000867	10196293
1000867	10196302
1000867	10341273
1000867	10364299
1000867	10477556
1000867	10558989
1000867	10559335
1000867	10559343
1000867	10766634
1000867	10846155
1000867	10970225
1000867	11014195
1000867	11025585
1000867	11264364
1000867	11273216
1000867	11298321
1000867	11298354
1000867	11343219
1000867	11371688
1000867	11423638
1000867	11547747
1000867	11581376
1000867	11797012
1000867	11807299
1000867	11986671
1000867	12021361
1000867	12044382
1000867	12072518
1000867	12167265
1000867	12239328
1000867	12355359
1000867	12374807
1000867	12393849
1000867	12504554
1000867	12697578
1000867	12805435
1000867	12819779
1000867	12885919
1000867	14517700
1000867	14581567
1000867	14581570
1000867	14607940
1000867	14610180
1000867	14623909
1000867	14645590
1000867	14671109
1000867	14726576
1000867	14966520
1000867	14990699
1000867	15033560
1000867	15380354
1000867	15508470
1000867	15589168
1000867	15650202
1000867	15685174
1000867	15708601
1000867	15795274
1000867	15879122
1000867	15994816
1000867	16107963
1000867	16305804
1000867	16617142
1000867	16868780
1000867	17015824
1000867	17062652
1000867	17084877
1000867	17239419
1000867	17451348
1000867	17599380
1000867	17798610
1000867	17982054
1000867	18367519
1000867	18367534
1000867	18449216
1000867	18510425
1000867	18575590
1000867	18788913
1000867	18833279
1000867	19057663
1000867	19587057
1000867	19693088
1000867	19812561
1000867	20041166
1000867	20064070
1000867	20219734
1000867	20597166
1000867	20660203
1000867	21078663
1000867	21083371
1000867	21499264
1000867	21697957
1000867	21762519
1000867	22140359
1000867	22164225
1000867	22206985
1000867	22487708
1000867	22496224
1000867	22548719
1000867	22727223
1000867	22745414
1000867	22915799
1000867	23152537
1000867	23250934
1000867	23343448
1000867	23559252
1000868	1597703
1000868	2754474
1000868	3988664
1000868	6490475
1000868	8744248
1000868	8970921
1000868	9084618
1000868	9104859
1000868	11090569
1000868	11247973
1000868	12524375
1000868	12547358
1000868	12574451
1000868	15821428
1000868	16790590
1000868	17510297
1000868	18339889
1000868	18499113
1000868	19092690
1000868	19281992
1000868	20396618
1000868	21095781
1000868	21307059
1000868	22304843
1000868	22520588
1000906	1430689
1000906	1512338
1000906	1512349
1000906	1530853
1000906	1541166
1000906	1607510
1000906	1610982
1000906	1614044
1000906	1615808
1000906	1617794
1000906	1632416
1000906	1729858
1000906	1828655
1000906	1833583
1000906	1913786
1000906	1927936
1000906	1935302
1000906	1951117
1000906	2007720
1000906	2011983
1000906	2035395
1000906	2058545
1000906	2058563
1000906	2120310
1000906	2121014
1000906	2137839
1000906	2201712
1000906	2208268
1000906	2212360
1000906	2220554
1000906	2229786
1000906	2294684
1000906	2296854
1000906	2337030
1000906	2353655
1000906	2368678
1000906	2375557
1000906	2643042
1000906	2645760
1000906	2729107
1000906	2747782
1000906	2816710
1000906	2909204
1000906	2911980
1000906	2916414
1000906	3348563
1000906	3473299
1000906	7594080
1000906	7955254
1000906	8131558
1000906	8203346
1000906	8421979
1000906	8447262
1000906	8480570
1000906	8565177
1000906	8721695
1000906	8993824
1000906	9020269
1000906	9054766
1000906	9085751
1000906	9120170
1000906	9168284
1000906	9300113
1000906	9409694
1000906	9424071
1000906	9462562
1000906	9637437
1000906	10072214
1000906	10150001
1000906	10158108
1000906	10568635
1000906	10569350
1000906	10573042
1000906	10610464
1000906	10610465
1000906	10618570
1000906	10740146
1000906	10760103
1000906	10801758
1000906	10852999
1000906	11401931
1000906	11431666
1000906	11468201
1000906	11515003
1000906	11533505
1000906	11581506
1000906	11703951
1000906	11703952
1000906	11728367
1000906	11786003
1000906	11809445
1000906	12403896
1000906	12556615
1000906	12556618
1000906	12660677
1000906	12931237
1000906	12947371
1000906	14662713
1000906	14668709
1000906	14707231
1000906	15065140
1000906	15185919
1000906	15784875
1000906	15870417
1000906	16107630
1000906	16108143
1000906	16251226
1000906	16386683
1000906	16764004
1000906	16828588
1000906	16949375
1000906	16949376
1000906	16949377
1000906	16949378
1000906	16949379
1000906	16949380
1000906	16949381
1000906	17139671
1000906	17224862
1000906	17252039
1000906	17253607
1000906	17357113
1000906	17488964
1000906	17586811
1000906	17868804
1000906	17975484
1000906	17984762
1000906	18241340
1000906	18418314
1000906	18510630
1000906	18627621
1000906	18722186
1000906	18722190
1000906	18946896
1000906	19006680
1000906	19147042
1000906	19231327
1000906	19356440
1000906	19464412
1000906	19571339
1000906	19853704
1000906	20031704
1000906	20172121
1000906	20347803
1000906	20466344
1000906	20630453
1000906	20735712
1000906	20854951
1000906	21232970
1000906	21239336
1000906	21325197
1000906	21473976
1000906	21546824
1000906	21737787
1000906	22112654
1000906	22308299
1000906	22340276
1000906	22496082
1000906	22883632
1000906	23008442
1000906	23708155
1000909	190641
1000909	196762
1000909	198745
1000909	203596
1000909	203597
1000909	205947
1000909	209943
1000909	225535
1000909	519773
1000909	814894
1000909	1283928
1000909	1309887
1000909	1357815
1000909	1658360
1000909	1714589
1000909	1831258
1000909	2139891
1000909	2140887
1000909	2466235
1000909	2594757
1000909	2746735
1000909	2820717
1000909	2942943
1000909	2960975
1000909	2999431
1000909	3021970
1000909	3476933
1000909	3698097
1000909	3857577
1000909	3982415
1000909	4214477
1000909	4259433
1000909	4321428
1000909	4628630
1000909	6253145
1000909	6297772
1000909	6308649
1000909	6493978
1000909	6656762
1000909	7527582
1000909	7531709
1000909	7555076
1000909	7769691
1000909	7815544
1000909	7911532
1000909	8100099
1000909	8332470
1000909	8376397
1000909	8610173
1000909	8623549
1000909	8637006
1000909	8794333
1000909	9566900
1000909	9671466
1000909	10022454
1000909	10358095
1000909	10379578
1000909	10505111
1000909	10563836
1000909	10567390
1000909	10713141
1000909	10834649
1000909	10880014
1000909	10930293
1000909	11120852
1000909	11296295
1000909	11313794
1000909	11443217
1000909	11551969
1000909	11850044
1000909	11912212
1000909	12883011
1000909	15308641
1000909	15522869
1000909	15951563
1000909	16339575
1000909	16452181
1000909	16862175
1000909	18542060
1000909	18570961
1000909	19279113
1000909	19332536
1000909	23303459
1001011	109205
1001011	110438
1001011	147100
1001011	276415
1001011	310697
1001011	359064
1001011	367578
1001011	371786
1001011	401676
1001011	445334
1001011	474492
1001011	498018
1001011	508618
1001011	582296
1001011	619617
1001011	638066
1001011	719606
1001011	981640
1001011	1132876
1001011	1330875
1001011	1358262
1001011	1677032
1001011	1859894
1001011	1924279
1001011	2064417
1001011	2166457
1001011	2258636
1001011	2296050
1001011	2390016
1001011	2422962
1001011	2581902
1001011	2668939
1001011	2783939
1001011	2889441
1001011	2926241
1001011	3037883
1001011	3068652
1001011	3181947
1001011	3234687
1001011	3259535
1001011	3307446
1001011	3488710
1001011	3513538
1001011	3513712
1001011	3549989
1001011	3581901
1001011	3698033
1001011	3756945
1001011	3859362
1001011	3871626
1001011	3887032
1001011	3989012
1001011	4112030
1001011	4316275
1001011	4348333
1001011	4349308
1001011	4519106
1001011	4544157
1001011	4834155
1001011	5020252
1001011	5420395
1001011	6180784
1001011	6282927
1001011	6289718
1001011	6334849
1001011	6418229
1001011	6455128
1001011	6575540
1001011	6608968
1001011	6654522
1001011	6729133
1001011	6753562
1001011	6784911
1001011	6847214
1001011	6897059
1001011	6945289
1001011	6948126
1001011	6952960
1001011	6953984
1001011	6968599
1001011	6979380
1001011	7044318
1001011	7125779
1001011	7272902
1001011	7285618
1001011	7296513
1001011	7351007
1001011	7585150
1001011	7686188
1001011	7707127
1001011	7710454
1001011	7726147
1001011	8094458
1001011	8263757
1001011	8475910
1001011	8478662
1001011	8487087
1001011	8630114
1001011	8677123
1001011	8916958
1001011	9454770
1001011	9486587
1001011	9719630
1001011	9894463
1001011	10102615
1001011	10534634
1001011	10566552
1001011	10600334
1001011	11426824
1001011	11950914
1001011	12090417
1001011	12429788
1001011	12562251
1001011	12817431
1001011	12833495
1001011	14050465
1001011	16006808
1001011	16449523
1001011	17307757
1001011	17454602
1001011	17459049
1001011	17563733
1001011	18483366
1001011	19618118
1001011	19825958
1001011	20371683
1001011	21527584
1001011	22906230
1001011	23449635
1001011	23451749
1001018	61126
1001018	235759
1001018	239030
1001018	599372
1001018	632376
1001018	762284
1001018	887162
1001018	976394
1001018	1176998
1001018	1230096
1001018	1418751
1001018	1506483
1001018	1636150
1001018	1702612
1001018	1706537
1001018	1736680
1001018	1793166
1001018	1862946
1001018	1865019
1001018	1948052
1001018	2077109
1001018	2260859
1001018	2292501
1001018	2443543
1001018	2466422
1001018	2581172
1001018	2778105
1001018	2850619
1001018	3193127
1001018	3307524
1001018	3317418
1001018	3420533
1001018	3420534
1001018	3449006
1001018	3886718
1001018	3902147
1001018	4343700
1001018	4359791
1001018	4610402
1001018	4811974
1001018	4833832
1001018	4904873
1001018	4942372
1001018	5214289
1001018	5595007
1001018	5598150
1001018	5598823
1001018	5598825
1001018	5598826
1001018	5783116
1001018	6088594
1001018	6098348
1001018	6129046
1001018	6133922
1001018	6147797
1001018	6147799
1001018	6158528
1001018	6320608
1001018	6355290
1001018	6383248
1001018	6481413
1001018	6502227
1001018	6517650
1001018	6527780
1001018	6626960
1001018	6643718
1001018	6664248
1001018	6761763
1001018	6952219
1001018	7033824
1001018	7078735
1001018	7219725
1001018	7242910
1001018	7441303
1001018	7460797
1001018	7472327
1001018	7523460
1001018	7673463
1001018	7679420
1001018	7869120
1001018	7903685
1001018	7978355
1001018	8059339
1001018	8106879
1001018	8110462
1001018	8294262
1001018	8300904
1001018	8537642
1001018	8627376
1001018	8835717
1001018	9023728
1001018	9152244
1001018	9176663
1001018	9193139
1001018	9193142
1001018	9284053
1001018	9462856
1001018	9462857
1001018	9609398
1001018	9753166
1001018	9886028
1001018	9923978
1001018	10590511
1001018	10595523
1001018	10842218
1001018	10891606
1001018	10931484
1001018	10943122
1001018	10975527
1001018	11044898
1001018	11068341
1001018	11331532
1001018	11370229
1001018	11370238
1001018	11396855
1001018	11457596
1001018	11521148
1001018	12143406
1001018	12209836
1001018	12598619
1001018	14244175
1001018	14290170
1001018	14312246
1001018	14501199
1001018	14614902
1001018	14657236
1001018	14755513
1001018	15190118
1001018	15312897
1001018	15475690
1001018	15484421
1001018	15689540
1001018	15822246
1001018	15940501
1001018	16344137
1001018	16344141
1001018	16413524
1001018	16415865
1001018	16569662
1001018	16841162
1001018	16909209
1001018	17223277
1001018	17379636
1001018	17855450
1001018	18343594
1001018	18551532
1001018	18688643
1001018	18945818
1001018	19217926
1001018	19409228
1001018	20517935
1001018	20547684
1001018	20937306
1001018	21825243
1001018	21857683
1001018	22238098
1001018	22457509
1001018	22528965
1001027	12401152
1001027	12447277
1001027	12575894
1001035	1613607
1001035	1624657
1001035	2374046
1001035	7472704
1001035	7656625
1001035	7755195
1001035	7930327
1001035	8126640
1001035	9408423
1001035	11570950
1001035	12028198
1001035	12028231
1001035	15281037
1001035	16963335
1001035	22267095
1001070	237451
1001070	336994
1001070	354888
1001070	446178
1001070	465132
1001070	477426
1001070	630926
1001070	663422
1001070	832491
1001070	855962
1001070	874208
1001070	931190
1001070	1112117
1001070	1174231
1001070	1277911
1001070	1511554
1001070	1928976
1001070	1991923
1001070	2227685
1001070	2297286
1001070	2622233
1001070	2745288
1001070	2940032
1001070	2947457
